geocode,municipio,uf,disease,period,zone,cases
172208, Wanderlândia,17,VL,2015-2019,total,6
172210, Xambioá,17,VL,2015-2019,total,24
210005, Açailândia,21,VL,2015-2019,total,64
210010, Afonso Cunha,21,VL,2015-2019,total,1
210020, Alcântara,21,VL,2015-2019,total,17
210030, Aldeias Altas,21,VL,2015-2019,total,1
210043, Alto Alegre do Maranhão,21,VL,2015-2019,total,15
210047, Alto Alegre do Pindaré,21,VL,2015-2019,total,5
210055, Amapá do Maranhão,21,VL,2015-2019,total,1
210060, Amarante do Maranhão,21,VL,2015-2019,total,40
210070, Anajatuba,21,VL,2015-2019,total,2
210080, Anapurus,21,VL,2015-2019,total,3
210087, Araguanã,21,VL,2015-2019,total,11
210090, Araioses,21,VL,2015-2019,total,2
210095, Arame,21,VL,2015-2019,total,12
210100, Arari,21,VL,2015-2019,total,4
210110, Axixá,21,VL,2015-2019,total,3
210120, Bacabal,21,VL,2015-2019,total,31
210125, Bacabeira,21,VL,2015-2019,total,23
210130, Bacuri,21,VL,2015-2019,total,1
210140, Balsas,21,VL,2015-2019,total,77
210160, Barra do Corda,21,VL,2015-2019,total,103
210170, Barreirinhas,21,VL,2015-2019,total,8
210177, Bela Vista do Maranhão,21,VL,2015-2019,total,3
210190, Bequimão,21,VL,2015-2019,total,4
210193, Bernardo do Mearim,21,VL,2015-2019,total,2
210200, Bom Jardim,21,VL,2015-2019,total,18
210203, Bom Jesus das Selvas,21,VL,2015-2019,total,38
210207, Bom Lugar,21,VL,2015-2019,total,3
210210, Brejo,21,VL,2015-2019,total,1
210220, Buriti,21,VL,2015-2019,total,4
210230, Buriti Bravo,21,VL,2015-2019,total,45
210232, Buriticupu,21,VL,2015-2019,total,52
210235, Buritirana,21,VL,2015-2019,total,13
210237, Cachoeira Grande,21,VL,2015-2019,total,1
210240, Cajapió,21,VL,2015-2019,total,2
210250, Cajari,21,VL,2015-2019,total,1
210255, Campestre do Maranhão,21,VL,2015-2019,total,5
210260, Cândido Mendes,21,VL,2015-2019,total,1
210270, Cantanhede,21,VL,2015-2019,total,7
210275, Capinzal do Norte,21,VL,2015-2019,total,11
210280, Carolina,21,VL,2015-2019,total,7
210290, Carutapera,21,VL,2015-2019,total,1
210300, Caxias,21,VL,2015-2019,total,5
210310, Cedral,21,VL,2015-2019,total,5
210315, Centro do Guilherme,21,VL,2015-2019,total,1
210317, Centro Novo do Maranhão,21,VL,2015-2019,total,1
210320, Chapadinha,21,VL,2015-2019,total,41
210325, Cidelândia,21,VL,2015-2019,total,3
210330, Codó,21,VL,2015-2019,total,73
210340, Coelho Neto,21,VL,2015-2019,total,6
210350, Colinas,21,VL,2015-2019,total,32
210360, Coroatá,21,VL,2015-2019,total,26
210370, Cururupu,21,VL,2015-2019,total,4
210375, Davinópolis,21,VL,2015-2019,total,4
210380, Dom Pedro,21,VL,2015-2019,total,15
210390, Duque Bacelar,21,VL,2015-2019,total,2
210400, Esperantinópolis,21,VL,2015-2019,total,19
210405, Estreito,21,VL,2015-2019,total,19
210408, Fernando Falcão,21,VL,2015-2019,total,5
210409, Formosa da Serra Negra,21,VL,2015-2019,total,5
210410, Fortaleza dos Nogueiras,21,VL,2015-2019,total,1
210420, Fortuna,21,VL,2015-2019,total,12
210430, Godofredo Viana,21,VL,2015-2019,total,1
210440, Gonçalves Dias,21,VL,2015-2019,total,7
210450, Governador Archer,21,VL,2015-2019,total,7
210455, Governador Edison Lobão,21,VL,2015-2019,total,21
210460, Governador Eugênio Barros,21,VL,2015-2019,total,8
210462, Governador Luiz Rocha,21,VL,2015-2019,total,1
210465, Governador Newton Bello,21,VL,2015-2019,total,6
210467, Governador Nunes Freire,21,VL,2015-2019,total,3
210480, Grajaú,21,VL,2015-2019,total,98
210490, Guimarães,21,VL,2015-2019,total,5
210500, Humberto de Campos,21,VL,2015-2019,total,5
210510, Icatu,21,VL,2015-2019,total,4
210515, Igarapé do Meio,21,VL,2015-2019,total,17
210520, Igarapé Grande,21,VL,2015-2019,total,9
210530, Imperatriz,21,VL,2015-2019,total,97
210535, Itaipava do Grajaú,21,VL,2015-2019,total,5
210540, Itapecuru Mirim,21,VL,2015-2019,total,51
210542, Itinga do Maranhão,21,VL,2015-2019,total,1
210545, Jatobá,21,VL,2015-2019,total,3
210547, Jenipapo dos Vieiras,21,VL,2015-2019,total,21
210550, João Lisboa,21,VL,2015-2019,total,21
210560, Joselândia,21,VL,2015-2019,total,9
210565, Junco do Maranhão,21,VL,2015-2019,total,1
210570, Lago da Pedra,21,VL,2015-2019,total,20
210594, Lago dos Rodrigues,21,VL,2015-2019,total,1
210590, Lago Verde,21,VL,2015-2019,total,10
210598, Lajeado Novo,21,VL,2015-2019,total,1
210600, Lima Campos,21,VL,2015-2019,total,12
210630, Magalhães de Almeida,21,VL,2015-2019,total,1
210632, Maracaçumé,21,VL,2015-2019,total,8
210637, Maranhãozinho,21,VL,2015-2019,total,1
210640, Mata Roma,21,VL,2015-2019,total,2
210663, Matões do Norte,21,VL,2015-2019,total,5
210667, Milagres do Maranhão,21,VL,2015-2019,total,1
210670, Mirador,21,VL,2015-2019,total,9
210675, Miranda do Norte,21,VL,2015-2019,total,15
210680, Mirinzal,21,VL,2015-2019,total,2
210690, Monção,21,VL,2015-2019,total,21
210710, Morros,21,VL,2015-2019,total,9
210720, Nina Rodrigues,21,VL,2015-2019,total,2
210735, Nova Olinda do Maranhão,21,VL,2015-2019,total,8
210740, Olho d'Água das Cunhãs,21,VL,2015-2019,total,6
210745, Olinda Nova do Maranhão,21,VL,2015-2019,total,1
210750, Paço do Lumiar,21,VL,2015-2019,total,60
210760, Palmeirândia,21,VL,2015-2019,total,2
210770, Paraibano,21,VL,2015-2019,total,13
210790, Passagem Franca,21,VL,2015-2019,total,13
210800, Pastos Bons,21,VL,2015-2019,total,8
210805, Paulino Neves,21,VL,2015-2019,total,5
210810, Paulo Ramos,21,VL,2015-2019,total,12
210820, Pedreiras,21,VL,2015-2019,total,17
210825, Pedro do Rosário,21,VL,2015-2019,total,2
210830, Penalva,21,VL,2015-2019,total,1
210845, Peritoró,21,VL,2015-2019,total,18
210850, Pindaré-Mirim,21,VL,2015-2019,total,12
210860, Pinheiro,21,VL,2015-2019,total,2
210870, Pio XII,21,VL,2015-2019,total,3
210880, Pirapemas,21,VL,2015-2019,total,4
210890, Poção de Pedras,21,VL,2015-2019,total,2
210900, Porto Franco,21,VL,2015-2019,total,33
210910, Presidente Dutra,21,VL,2015-2019,total,16
210920, Presidente Juscelino,21,VL,2015-2019,total,4
210930, Presidente Vargas,21,VL,2015-2019,total,5
210945, Raposa,21,VL,2015-2019,total,20
210950, Riachão,21,VL,2015-2019,total,26
210955, Ribamar Fiquene,21,VL,2015-2019,total,7
210960, Rosário,21,VL,2015-2019,total,32
210970, Sambaíba,21,VL,2015-2019,total,1
210975, Santa Filomena do Maranhão,21,VL,2015-2019,total,4
210980, Santa Helena,21,VL,2015-2019,total,1
210990, Santa Inês,21,VL,2015-2019,total,67
211000, Santa Luzia,21,VL,2015-2019,total,33
211003, Santa Luzia do Paruá,21,VL,2015-2019,total,4
211010, Santa Quitéria do Maranhão,21,VL,2015-2019,total,1
211020, Santa Rita,21,VL,2015-2019,total,35
211027, Santo Amaro do Maranhão,21,VL,2015-2019,total,1
211030, Santo Antônio dos Lopes,21,VL,2015-2019,total,8
211040, São Benedito do Rio Preto,21,VL,2015-2019,total,3
211060, São Bernardo,21,VL,2015-2019,total,1
211065, São Domingos do Azeitão,21,VL,2015-2019,total,3
211070, São Domingos do Maranhão,21,VL,2015-2019,total,30
211085, São Francisco do Brejão,21,VL,2015-2019,total,2
211100, São João Batista,21,VL,2015-2019,total,5
211105, São João do Paraíso,21,VL,2015-2019,total,7
211107, São João do Soter,21,VL,2015-2019,total,4
211110, São João dos Patos,21,VL,2015-2019,total,13
211120, São José de Ribamar,21,VL,2015-2019,total,113
211125, São José dos Basílios,21,VL,2015-2019,total,1
211130, São Luís,21,VL,2015-2019,total,348
211140, São Luís Gonzaga do Maranhão,21,VL,2015-2019,total,11
211150, São Mateus do Maranhão,21,VL,2015-2019,total,36
211153, São Pedro da Água Branca,21,VL,2015-2019,total,15
211160, São Raimundo das Mangabeiras,21,VL,2015-2019,total,5
211167, São Roberto,21,VL,2015-2019,total,3
211172, Satubinha,21,VL,2015-2019,total,2
211174, Senador Alexandre Costa,21,VL,2015-2019,total,8
211176, Senador La Rocque,21,VL,2015-2019,total,12
211180, Sítio Novo,21,VL,2015-2019,total,4
211190, Sucupira do Norte,21,VL,2015-2019,total,3
211195, Sucupira do Riachão,21,VL,2015-2019,total,2
211210, Timbiras,21,VL,2015-2019,total,27
211223, Trizidela do Vale,21,VL,2015-2019,total,10
211227, Tufilândia,21,VL,2015-2019,total,1
211230, Tuntum,21,VL,2015-2019,total,14
211240, Turiaçu,21,VL,2015-2019,total,2
211250, Tutóia,21,VL,2015-2019,total,16
211260, Urbano Santos,21,VL,2015-2019,total,5
211270, Vargem Grande,21,VL,2015-2019,total,30
211280, Viana,21,VL,2015-2019,total,1
211285, Vila Nova dos Martírios,21,VL,2015-2019,total,9
211290, Vitória do Mearim,21,VL,2015-2019,total,12
211300, Vitorino Freire,21,VL,2015-2019,total,7
211400, Zé Doca,21,VL,2015-2019,total,50
220890, Ribeiro Gonçalves,22,VL,2015-2019,total,1
221100, Teresina,22,VL,2015-2019,total,1
500325, Costa Rica,50,VL,2015-2019,total,1
510020, Água Boa,51,VL,2015-2019,total,1
510050, Alto Paraguai,51,VL,2015-2019,total,1
510170, Barra do Bugres,51,VL,2015-2019,total,1
510180, Barra do Garças,51,VL,2015-2019,total,7
510260, Campinápolis,51,VL,2015-2019,total,1
510268, Campos de Júlio,51,VL,2015-2019,total,1
510270, Canarana,51,VL,2015-2019,total,2
510320, Colíder,51,VL,2015-2019,total,1
510335, Confresa,51,VL,2015-2019,total,2
510340, Cuiabá,51,VL,2015-2019,total,4
510345, Denise,51,VL,2015-2019,total,1
510360, Dom Aquino,51,VL,2015-2019,total,1
510390, General Carneiro,51,VL,2015-2019,total,1
510420, Guiratinga,51,VL,2015-2019,total,2
510460, Itiquira,51,VL,2015-2019,total,2
510480, Jaciara,51,VL,2015-2019,total,2
510590, Nobres,51,VL,2015-2019,total,2
510610, Nossa Senhora do Livramento,51,VL,2015-2019,total,3
510622, Nova Mutum,51,VL,2015-2019,total,1
510623, Nova Olímpia,51,VL,2015-2019,total,1
510619, Nova Santa Helena,51,VL,2015-2019,total,2
510628, Novo São Joaquim,51,VL,2015-2019,total,1
510637, Pedra Preta,51,VL,2015-2019,total,2
510642, Peixoto de Azevedo,51,VL,2015-2019,total,2
510700, Poxoréo,51,VL,2015-2019,total,2
510760, Rondonópolis,51,VL,2015-2019,total,38
510735, São José do Xingu,51,VL,2015-2019,total,1
510790, Sinop,51,VL,2015-2019,total,1
510800, Tapurah,51,VL,2015-2019,total,1
510840, Várzea Grande,51,VL,2015-2019,total,2
510860, Vila Rica,51,VL,2015-2019,total,2
520170, Aragarças,52,VL,2015-2019,total,1
520870, Goiânia,52,VL,2015-2019,total,1
521130, Itarumã,52,VL,2015-2019,total,1
522108, Teresina de Goiás,52,VL,2015-2019,total,1
530010, Brasília,53,VL,2015-2019,total,1
